datetime,delhi_temp,delhi_humidity,delhi_windspeed,delhi_cloudcover,mumbai_temp,mumbai_humidity,mumbai_windspeed,mumbai_cloudcover,kolkata_temp,kolkata_humidity,kolkata_windspeed,kolkata_cloudcover,chennai_temp,chennai_humidity,chennai_windspeed,chennai_cloudcover,guwahati_temp,guwahati_humidity,guwahati_windspeed,guwahati_cloudcover,delhi_precip,mumbai_precip,kolkata_precip,chennai_precip,guwahati_precip
2019-01-01,12.7109375,71.25520833333333,7.093229166666667,5.8125,21.6921875,56.223958333333336,8.889583333333333,72.94791666666667,16.375,73.16666666666667,8.442187500000001,0.0,23.307291666666668,63.119791666666664,13.123958333333334,28.286458333333332,15.279166666666667,76.57291666666667,6.3062499999999995,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02,14.125520833333333,70.76041666666667,6.916145833333334,10.520833333333334,22.3640625,52.786458333333336,10.3609375,41.177083333333336,17.0265625,71.54166666666667,7.374479166666667,0.0,24.139062499999998,63.942708333333336,12.128645833333332,38.046875,15.760416666666666,73.65104166666667,5.336458333333333,8.057291666666666,0.0,0.0,0.0,0.0,0.0
2019-01-03,13.4140625,69.72395833333333,9.934375000000001,3.265625,21.72864583333333,58.182291666666664,8.933333333333334,0.0,17.162499999999998,69.46354166666667,7.343229166666667,0.0,24.040625000000002,68.765625,10.9203125,37.791666666666664,16.1375,77.52604166666667,4.654166666666667,14.338541666666666,0.0,0.0,0.0,0.0,12.8
2019-01-04,12.620833333333332,70.38020833333333,7.518229166666667,58.651041666666664,21.761979166666666,64.953125,9.895833333333334,0.0,16.806250000000002,68.28645833333333,7.54375,0.0,23.976041666666664,72.140625,11.324479166666668,19.760416666666668,15.116666666666667,79.88541666666667,7.291666666666667,20.088541666666668,0.0,0.0,0.0,0.0,6.0
2019-01-05,13.4359375,69.02083333333333,11.979166666666666,6.46875,22.152083333333334,64.18229166666667,10.156770833333333,10.666666666666666,16.838020833333335,68.45833333333333,8.999479166666667,5.53125,24.28697916666667,67.96875,11.461979166666666,36.072916666666664,15.160416666666668,76.65625,6.7453125,19.833333333333332,0.0,0.0,0.0,0.0,0.0
2019-01-06,13.004166666666668,77.140625,8.638020833333334,44.21875,22.421875,57.838541666666664,14.084895833333334,0.0,17.265625,71.16145833333333,8.606770833333334,11.260416666666666,24.0125,67.05729166666667,10.78125,38.380208333333336,15.664583333333333,73.27604166666667,7.0328124999999995,27.848958333333332,9.2,0.0,0.0,0.0,0.0
2019-01-07,12.4203125,77.015625,8.365104166666667,1.1510416666666667,23.128125,48.213541666666664,11.921875,0.0,17.532812500000002,70.52083333333333,8.560416666666667,0.0,24.251562500000002,73.19270833333333,10.8828125,45.786458333333336,16.121354166666666,68.00520833333333,7.102083333333333,0.2916666666666667,0.0,0.0,0.0,2.0,0.0
2019-01-08,12.191666666666668,75.015625,10.307291666666666,27.161458333333332,22.158854166666668,50.0,10.456249999999999,0.0,18.391145833333333,67.16145833333333,8.28125,1.0833333333333333,23.534895833333334,78.015625,10.208333333333334,5.083333333333333,16.258854166666666,67.86979166666667,6.4750000000000005,0.9583333333333334,0.0,0.0,0.0,0.0,0.0
2019-01-09,12.541145833333333,68.73958333333333,12.771354166666667,0.0,20.705729166666668,63.661458333333336,10.433333333333334,11.416666666666666,18.4875,70.0625,6.828125,3.0416666666666665,23.1640625,79.39583333333333,8.549999999999999,17.932291666666668,16.933854166666666,72.14583333333333,5.282291666666667,27.5,0.0,0.0,0.0,0.0,8.8
2019-01-10,12.703645833333333,65.72916666666667,8.708333333333334,6.166666666666667,21.616145833333334,61.703125,8.434895833333334,20.583333333333332,18.013541666666665,70.63541666666667,6.9375,0.25,24.22083333333333,72.109375,10.457812500000001,28.864583333333332,15.780729166666667,79.11979166666667,5.588541666666667,15.744791666666666,0.0,0.0,0.0,0.0,0.0
2019-01-11,12.932812499999999,67.46875,6.76875,6.380208333333333,21.758333333333336,65.72395833333333,9.915625,0.0,17.650000000000002,64.8125,7.732291666666666,0.0,24.886979166666666,65.375,12.3671875,31.661458333333332,16.274479166666666,74.91145833333333,6.066666666666666,4.651041666666667,0.0,0.0,0.0,0.4,0.0
2019-01-12,13.8109375,67.52604166666667,6.005729166666666,8.994791666666666,21.2734375,70.80208333333333,10.745833333333332,0.0,17.390104166666667,70.00520833333333,8.6390625,0.0,24.345312500000002,69.23958333333333,12.077083333333334,43.703125,16.369791666666668,71.125,7.470833333333334,0.3541666666666667,0.0,0.0,0.0,0.0,0.0
2019-01-13,14.530729166666667,71.69270833333333,7.5328124999999995,21.875,21.608854166666664,59.489583333333336,12.367708333333333,0.0,18.443229166666665,68.140625,6.757291666666667,14.291666666666666,24.583333333333332,68.4375,12.054166666666667,89.390625,16.822395833333335,69.39583333333333,6.258854166666667,1.1666666666666667,0.0,0.0,0.0,0.4,0.0
2019-01-14,12.446354166666666,58.109375,15.016666666666666,0.0,22.86927083333333,53.401041666666664,11.279166666666667,0.0,19.119791666666668,69.859375,7.061979166666667,11.098958333333334,24.3015625,66.15104166666667,12.347395833333332,64.39583333333333,16.60625,75.78645833333333,4.9203125000000005,1.5416666666666667,0.0,0.0,0.0,0.0,0.0
2019-01-15,11.463020833333333,56.692708333333336,13.1265625,52.317708333333336,23.839583333333334,54.432291666666664,11.035416666666668,0.0,19.080208333333335,60.989583333333336,9.383854166666667,13.609375,23.772916666666664,73.203125,11.678645833333334,91.59375,16.549479166666668,68.5625,6.027083333333334,2.125,0.0,0.0,0.0,0.0,0.0
2019-01-16,11.769791666666668,66.39583333333333,6.505729166666666,63.765625,23.549479166666668,62.338541666666664,8.240104166666667,0.0,16.9578125,60.8125,8.928125,0.0,24.1515625,75.78645833333333,10.620833333333334,41.75,16.444270833333334,67.74479166666667,7.261979166666666,0.4166666666666667,0.0,0.0,0.0,0.0,0.0
2019-01-17,12.705208333333333,71.47916666666667,7.630729166666666,0.0,23.09583333333333,63.96875,10.708854166666667,0.0,17.333854166666665,58.802083333333336,6.4484375,0.0,24.363541666666666,74.53645833333333,10.918750000000001,11.0,16.347395833333334,65.68229166666667,6.2890625,3.25,0.0,0.0,0.0,1.6,0.0
2019-01-18,12.053125,72.1875,8.642708333333333,0.6458333333333334,22.3390625,64.58333333333333,9.496875,16.833333333333332,18.644791666666666,60.276041666666664,6.080208333333334,0.0,24.021874999999998,70.69270833333333,10.376041666666667,15.161458333333334,16.948958333333334,69.125,4.927083333333333,6.255208333333333,0.0,0.0,0.0,0.0,0.0
2019-01-19,14.511458333333332,66.30729166666667,6.9328125,25.375,23.5,67.94791666666667,7.51875,17.125,17.8640625,65.11979166666667,8.329166666666667,0.0,23.778645833333332,73.1875,10.498958333333333,24.484375,17.454687500000002,71.03125,5.038541666666666,16.588541666666668,0.0,0.0,0.0,0.0,0.0
2019-01-20,17.745833333333334,67.15104166666667,5.1546875000000005,89.69791666666667,23.94739583333333,70.36458333333333,7.295833333333333,0.0,18.014583333333334,66.51041666666667,7.4484375,0.0,23.415625000000002,76.30729166666667,9.425520833333334,97.56770833333333,17.648958333333333,68.80729166666667,6.315104166666667,4.90625,0.0,0.0,0.0,0.0,0.0
2019-01-21,16.183333333333334,79.91666666666667,15.066666666666668,92.56770833333333,23.07604166666667,76.44791666666667,9.736458333333333,3.4583333333333335,18.791145833333335,67.921875,5.998958333333333,0.0,23.460416666666664,74.24479166666667,9.151562499999999,95.421875,17.207291666666666,66.3125,6.141145833333333,0.375,26.0,0.0,0.0,0.0,0.0
2019-01-22,14.775,85.63541666666667,13.9828125,56.958333333333336,22.484375,81.01041666666667,6.956770833333334,12.614583333333334,19.6484375,69.78125,5.126041666666667,0.0,24.180208333333336,72.52604166666667,10.080729166666666,57.572916666666664,17.566145833333334,70.5,5.942708333333333,14.921875,67.6,0.0,0.0,0.0,0.0
2019-01-23,13.1796875,83.91666666666667,6.339583333333334,23.973958333333332,21.923437500000002,75.28125,12.265104166666667,19.010416666666668,20.29375,65.97395833333333,6.658333333333334,0.0,24.581770833333334,75.44791666666667,10.580729166666666,39.963541666666664,17.8671875,68.40104166666667,5.634895833333334,1.203125,0.4,0.8,0.0,0.0,0.0
2019-01-24,13.641145833333333,80.625,8.155729166666667,32.197916666666664,21.307291666666668,64.33854166666667,13.5765625,0.0,21.50572916666667,64.34895833333333,5.9906250000000005,0.3333333333333333,24.597916666666666,78.13541666666667,9.398958333333333,53.151041666666664,18.3921875,67.61979166666667,5.0093749999999995,0.875,1.2,0.0,0.0,0.0,0.0
2019-01-25,12.042708333333332,78.57291666666667,8.24375,20.916666666666668,21.1921875,46.213541666666664,17.969270833333333,0.0,21.780729166666664,64.703125,8.122916666666667,3.8854166666666665,25.440625,80.58333333333333,11.896354166666667,43.65625,18.693229166666665,72.33333333333333,6.830729166666667,4.666666666666667,0.4,0.0,0.0,2.4,0.0
2019-01-26,11.222916666666668,66.04166666666667,10.319270833333333,5.333333333333333,21.438020833333336,47.203125,19.2546875,3.9583333333333335,22.5203125,59.682291666666664,10.821354166666666,35.802083333333336,25.703125,79.9375,11.593229166666667,31.453125,19.733333333333334,70.92708333333333,5.5640624999999995,48.864583333333336,0.0,0.0,0.0,2.0,0.0
2019-01-27,10.135937499999999,66.171875,11.749479166666667,17.916666666666668,22.725520833333334,46.567708333333336,17.845312500000002,0.0,21.07916666666667,63.901041666666664,9.302083333333334,83.09375,25.483333333333334,76.81770833333333,11.845833333333333,36.130208333333336,20.538020833333334,60.65625,4.511458333333334,48.369791666666664,0.0,0.0,1.6,0.8,0.0
2019-01-28,10.623958333333333,60.546875,12.871354166666668,0.0,22.636979166666666,41.78125,16.522916666666667,0.0,20.213541666666668,67.6875,9.128645833333334,81.5625,25.533854166666668,68.11458333333333,12.629166666666668,62.78125,19.159375,65.38020833333333,4.7281249999999995,14.973958333333334,0.0,0.0,3.1999999999999997,0.0,0.0
2019-01-29,11.057291666666666,60.630208333333336,12.432291666666666,6.979166666666667,22.667708333333334,39.927083333333336,13.2484375,0.0,18.849999999999998,54.838541666666664,11.008854166666666,17.114583333333332,25.2109375,70.33854166666667,15.378124999999999,51.723958333333336,17.221354166666668,71.546875,8.0,35.416666666666664,0.0,0.0,1.2,0.8,7.6
2019-01-30,11.543229166666668,67.80208333333333,9.357291666666667,63.067708333333336,21.8671875,54.90625,9.453645833333333,0.0,17.044270833333332,47.317708333333336,8.889583333333333,0.0,25.094791666666666,72.40104166666667,15.121875000000001,24.921875,16.434895833333332,64.23958333333333,6.308854166666666,0.0,0.0,0.0,0.0,2.0,0.0
2019-01-31,13.039583333333333,69.18229166666667,11.519791666666668,53.109375,21.82239583333333,61.755208333333336,9.763020833333334,0.0,17.913541666666667,56.791666666666664,8.751041666666667,0.0,25.173437500000002,66.78125,16.048958333333335,23.927083333333332,16.421354166666667,69.125,7.084895833333333,5.0,2.4,0.0,0.0,4.0,0.0
2019-02-01,14.206249999999999,74.11458333333333,9.177083333333334,32.359375,22.034895833333334,66.73958333333333,9.868229166666667,2.125,19.139062499999998,61.729166666666664,5.727604166666667,17.708333333333332,25.002604166666668,67.078125,13.616145833333334,17.34375,17.1171875,69.828125,5.694270833333333,69.015625,0.8,0.0,0.0,0.0,0.0
2019-02-02,12.896354166666667,80.21875,10.228125,0.19270833333333334,22.009375000000002,60.645833333333336,10.565104166666666,15.833333333333334,20.528125,59.598958333333336,6.561458333333333,0.0,24.895833333333332,71.30208333333333,11.209895833333334,21.614583333333332,18.052604166666665,60.958333333333336,6.1125,4.401041666666667,0.0,0.0,0.0,0.0,0.0
2019-02-03,12.643229166666666,81.15104166666667,8.665104166666667,0.5416666666666666,22.571354166666666,67.28645833333333,8.260937499999999,16.052083333333332,20.353645833333335,58.265625,7.5234375,0.0,25.190104166666668,73.63541666666667,12.648958333333333,60.458333333333336,18.6609375,64.11458333333333,5.855729166666666,8.338541666666666,0.0,0.0,0.0,0.0,0.0
2019-02-04,14.271354166666667,72.66145833333333,6.563020833333333,4.708333333333333,23.916666666666668,65.44791666666667,9.483333333333333,43.84375,20.768229166666668,56.723958333333336,6.988020833333334,0.041666666666666664,25.700520833333332,75.75,15.179166666666667,43.807291666666664,18.960416666666667,63.395833333333336,5.628125,10.911458333333334,0.0,0.0,0.0,6.8,0.0
2019-02-05,15.940624999999999,75.29166666666667,7.1312500000000005,45.927083333333336,23.613020833333334,76.77604166666667,9.382291666666667,22.270833333333332,20.381249999999998,57.84375,8.446875,35.364583333333336,25.572916666666668,75.77604166666667,12.410937500000001,26.088541666666668,19.506249999999998,61.333333333333336,5.406770833333333,57.40625,0.0,0.0,0.0,0.0,0.0
2019-02-06,17.150000000000002,84.58333333333333,12.318229166666667,39.71875,22.868750000000002,74.66145833333333,10.615625,0.0,20.939583333333335,58.583333333333336,6.590625,11.916666666666666,24.965625,79.45833333333333,8.147916666666667,29.354166666666668,19.217708333333334,66.171875,4.704166666666667,44.494791666666664,36.4,0.0,0.0,0.0,0.0
2019-02-07,15.684375000000001,88.671875,20.711458333333333,58.71875,21.632291666666664,71.40104166666667,11.799999999999999,0.3333333333333333,22.587500000000002,67.515625,5.480729166666666,0.84375,25.448958333333334,78.90625,9.328645833333333,18.104166666666668,19.911979166666665,64.38020833333333,5.645833333333333,50.953125,50.8,0.0,0.0,0.0,0.0
